noun	adj	Meaningful	Subject	order	condition	resp_resp	accuracy	RTs	NA_ID	TMS_Timing	DistSim	surprisal	noun_comp	adj_comp
soldato	semplice	1	2	12	cedx	1	1	394,535758	soldatosemplice	noun	0,088631	2,23207629	0,836071	0,620564
sole	caldo	1	2	48	cedx	1	1	332,948391	solecaldo	noun	0,407712	2,804121005	0,81229	0,863756
sole	freddo	0	2	31	cedx	0	1	370,853419	solefreddo	noun	0,375852	NA	NA	NA
sorriso	depresso	0	2	53	cz	0	1	704,639556	sorrisodepresso	noun	0,156377	NA	NA	NA
sorriso	diabolico	1	2	66	cz	1	1	685,167598	sorrisodiabolico	noun	0,163101	3,379231329	0,769189	0,75592
sorriso	divertito	1	2	16	cz	0	0	571,589546	sorrisodivertito	noun	0,38173	2,536962579	0,860325	0,799556
specchio	muto	0	2	42	cedx	0	1	341,184285	specchiomuto	noun	0,23194	NA	NA	NA
stazione	centrale	1	2	36	cz	1	1	358,610661	stazionecentrale	noun	0,312104	1,458213196	0,866898	0,744147
stazione	laterale	0	2	11	cedx	0	1	355,82574	stazionelaterale	noun	0,19907	NA	NA	NA
stella	rossa	1	2	14	cedx	1	1	350,712451	stellarossa	noun	0,332912	2,256070108	0,818599	0,814124
stella	verde	0	2	3	cedx	0	1	321,170638	stellaverde	noun	0,086498	NA	NA	NA
torre	medievale	1	2	1	cz	1	1	342,426551	torremedievale	noun	0,245661	2,45470966	0,806321	0,771434
torre	moderna	0	2	25	cz	1	0	708,942547	torremoderna	noun	0,107438	NA	NA	NA
uniforme	militare	1	2	7	cedx	1	1	364,807399	uniformemilitare	noun	0,232102	2,260453018	0,807289	0,761413
uova	fresche	1	2	20	cz	1	1	333,000074	uovafresche	noun	0,322646	1,985988857	0,854402	0,767493
uova	stantie	0	2	28	cedx	1	0	462,595735	uovastantie	noun	0,135536	NA	NA	NA
uva	bianca	1	2	38	cz	1	1	401,501168	uvabianca	noun	0,151458	2,019035585	0,843283	0,658991
uva	marrone	0	2	55	cz	0	1	393,588431	uvamarrone	noun	0,16491	NA	NA	NA
vedova	bianca	0	2	29	cedx	0	1	344,606996	vedovabianca	noun	0,191579	NA	NA	NA
vedova	nera	1	2	30	cedx	0	0	488,681033	vedovanera	noun	0,219782	1,743642921	0,792584	0,769049
zucchero	amaro	0	2	25	cedx	0	1	280,238759	zuccheroamaro	noun	0,324915	NA	NA	NA
zucchero	dolce	1	2	8	cedx	1	1	339,493637	zuccherodolce	noun	0,345696	3,997025779	0,882893	0,745836
albicocca	secca	1	3	33	cedx	1	1	548,912013	albicoccasecca	noun	0,281248	1,802891628	0,862305	0,72847
albicocca	viola	0	3	29	cedx	0	1	491,913916	albicoccaviola	noun	0,472329	NA	NA	NA
alghe	fossili	0	3	36	cz	0	1	330,835064	alghefossili	noun	0,291178	NA	NA	NA
alghe	marine	1	3	4	cedx	1	1	587,665751	alghemarine	noun	0,391601	1,497166264	0,874111	0,789236
animale	adolescente	0	3	6	cz	0	1	729,79848	animaleadolescente	noun	0,135533	NA	NA	NA
animale	adulto	1	3	66	cedx	0	0	515,085088	animaleadulto	noun	0,381247	3,114697454	0,850281	0,810744
arancia	salata	0	3	39	cedx	0	1	520,800199	aranciasalata	noun	0,123622	NA	NA	NA
arma	bianca	1	3	16	cz	1	1	611,870433	armabianca	noun	0,063105	2,486266785	0,783976	0,669027
arma	nera	0	3	70	cedx	0	1	487,414183	armanera	noun	0,00719	NA	NA	NA
arma	perdente	0	3	54	cedx	0	1	526,154372	armaperdente	noun	0,122469	NA	NA	NA
arma	vincente	1	3	24	cedx	1	1	582,982823	armavincente	noun	0,180489	2,417879548	0,777351	0,759039
automobile	agonistica	0	3	51	cedx	0	1	467,182282	automobileagonistica	noun	0,173177	NA	NA	NA
automobile	sportiva	1	3	22	cz	1	1	591,596139	automobilesportiva	noun	0,241369	3,143027818	0,794132	0,781456
avvocato	attaccante	0	3	65	cz	0	1	679,563813	avvocatoattaccante	noun	0,240921	NA	NA	NA
avvocato	difensore	1	3	55	cz	1	1	442,016024	avvocatodifensore	noun	0,556835	1,903483344	0,863248	0,899969
bacio	distaccato	0	3	29	cz	0	1	931,677699	baciodistaccato	noun	0,016741	NA	NA	NA
bacio	passionale	1	3	11	cz	1	1	522,764765	baciopassionale	noun	0,278426	3,270144858	0,788474	0,810279
banana	rosa	0	3	62	cz	0	1	538,64318	bananarosa	noun	0,185339	NA	NA	NA
bandiera	bianca	1	3	7	cz	1	1	510,531436	bandierabianca	noun	0,315268	1,719294001	0,86767	0,745336
barba	lunga	1	3	12	cz	1	1	536,257471	barbalunga	noun	0,188404	1,646081813	0,836519	0,695729
bistecca	bassa	0	3	18	cedx	0	1	422,28272	bisteccabassa	noun	0,059595	NA	NA	NA
bottiglia	ocra	0	3	63	cz	0	1	492,131123	bottigliaocra	noun	0,146795	NA	NA	NA
bottiglia	verde	1	3	37	cedx	0	0	498,594165	bottigliaverde	noun	0,101314	3,189898461	0,824763	0,646129
braccio	armato	1	3	24	cz	1	1	435,298271	braccioarmato	noun	0,247112	1,970381318	0,781877	0,797309
braccio	calmo	0	3	63	cedx	0	1	686,329408	bracciocalmo	noun	0,177834	NA	NA	NA
braccio	inerme	0	3	56	cz	0	1	632,844887	braccioinerme	noun	0,273296	NA	NA	NA
brezza	diurna	0	3	61	cedx	0	1	598,634254	brezzadiurna	noun	0,31246	NA	NA	NA
brezza	notturna	1	3	59	cz	0	0	662,523868	brezzanotturna	noun	0,185744	1,987930958	0,844817	0,682665
cane	fedele	1	3	46	cedx	1	1	516,050783	canefedele	noun	0,121937	3,12177003	0,77227	0,724722
cane	infido	0	3	42	cedx	0	1	591,744202	caneinfido	noun	0,206082	NA	NA	NA
carota	grassa	0	3	56	cedx	0	1	476,219045	carotagrassa	noun	0,178164	NA	NA	NA
casco	beige	0	3	53	cz	0	1	871,877292	cascobeige	noun	0,2154	NA	NA	NA
cavallo	pazzo	1	3	23	cz	1	1	434,585471	cavallopazzo	noun	0,280735	2,396594899	0,802758	0,797686
cavallo	razionale	0	3	50	cedx	0	1	421,721755	cavallorazionale	noun	0,096536	NA	NA	NA
caverna	buia	1	3	14	cz	1	1	473,782352	cavernabuia	noun	0,452417	2,296283561	0,870133	0,833161
cenere	gialla	0	3	2	cz	0	1	439,976729	ceneregialla	noun	0,177565	NA	NA	NA
cuore	affollato	0	3	51	cz	0	1	645,682552	cuoreaffollato	noun	0,05298	NA	NA	NA
cuore	aperto	1	3	60	cedx	1	1	440,702589	cuoreaperto	noun	0,132319	2,561050708	0,742399	0,762301
cuore	logico	0	3	30	cedx	0	1	552,058851	cuorelogico	noun	0,050038	NA	NA	NA
cuore	matto	1	3	69	cz	1	1	530,543617	cuorematto	noun	0,047218	3,438634502	0,61746	0,81488
cuore	solitario	1	3	14	cedx	1	1	443,972488	cuoresolitario	noun	0,148801	2,820027958	0,708112	0,803607
denaro	difficile	0	3	39	cz	0	1	578,740454	denarodifficile	noun	0,046268	NA	NA	NA
denaro	facile	1	3	69	cedx	1	1	483,451249	denarofacile	noun	0,136871	2,799313193	0,817104	0,682903
denaro	sporco	1	3	64	cedx	1	1	593,675034	denarosporco	noun	0,357089	1,820140731	0,818283	0,829117
elefante	africano	1	3	52	cedx	0	0	312,575621	elefanteafricano	noun	0,382056	1,878454206	0,853199	0,807987
elefante	europeo	0	3	44	cedx	0	1	423,839971	elefanteeuropeo	noun	0,121022	NA	NA	NA
erba	rossa	0	3	9	cz	0	1	413,956453	erbarossa	noun	0,158657	NA	NA	NA
erba	secca	1	3	16	cedx	1	1	508,848541	erbasecca	noun	0,190331	2,273163785	0,827444	0,708771
famiglia	semplice	1	3	60	cz	1	1	460,293836	famigliasemplice	noun	-0,05081	4,177699425	0,734013	0,640959
ferita	aperta	1	3	1	cz	1	1	463,85623	feritaaperta	noun	0,201439	1,964252989	0,839596	0,701203
ferita	otturata	0	3	42	cz	0	1	641,592647	feritaotturata	noun	0,308061	NA	NA	NA
ferro	caldo	1	3	59	cedx	1	1	367,211266	ferrocaldo	noun	0,249321	2,92151307	0,814626	0,764775
fiamma	pigra	0	3	28	cedx	0	1	653,751175	fiammapigra	noun	0,045414	NA	NA	NA
fiamma	viva	1	3	17	cz	1	1	598,75026	fiammaviva	noun	0,216274	2,279429335	0,853498	0,693353
folla	rinsavita	0	3	50	cz	0	1	721,717355	follarinsavita	noun	0,160667	NA	NA	NA
formaggio	fiacco	0	3	6	cedx	0	1	619,312371	formaggiofiacco	noun	0,076118	NA	NA	NA
formaggio	fresco	1	3	31	cedx	1	1	434,053281	formaggiofresco	noun	0,406516	1,605466861	0,87782	0,794474
fragola	fresca	1	3	25	cz	1	1	876,041508	fragolafresca	noun	0,282877	3,860637417	0,803578	0,798203
fragola	rancida	0	3	13	cedx	0	1	471,164422	fragolarancida	noun	0,336059	NA	NA	NA
fumo	nero	1	3	20	cedx	1	1	371,856269	fumonero	noun	0,187792	1,934960346	0,8382	0,693067
fumo	pulito	0	3	9	cedx	0	1	556,271048	fumopulito	noun	0,158131	NA	NA	NA
gallina	giovane	0	3	49	cz	0	1	884,133458	gallinagiovane	noun	0,173204	NA	NA	NA
gallina	vecchia	1	3	23	cedx	1	1	532,80368	gallinavecchia	noun	0,236694	2,002513173	0,874646	0,678011
ghiaccio	snello	0	3	5	cz	0	1	574,378308	ghiacciosnello	noun	0,039913	NA	NA	NA
gufo	muto	0	3	43	cz	0	1	625,005552	gufomuto	noun	0,184299	NA	NA	NA
gufo	parlante	1	3	7	cedx	0	0	650,766857	gufoparlante	noun	0,276014	3,04453976	0,775149	0,821188
inverno	lento	0	3	70	cz	1	0	565,982339	invernolento	noun	0,128872	NA	NA	NA
inverno	lungo	1	3	41	cz	1	1	550,036876	invernolungo	noun	0,13534	2,869845258	0,818146	0,680448
investigatore	pubblico	0	3	27	cedx	1	0	397,087549	investigatorepubblico	noun	0,26436	NA	NA	NA
lago	maggiore	1	3	15	cz	1	1	577,220429	lagomaggiore	noun	0,077047	1,293199897	0,843189	0,600984
latte	diviso	0	3	43	cedx	0	1	391,175764	lattediviso	noun	0,060378	NA	NA	NA
latte	materno	1	3	4	cz	0	0	579,326353	lattematerno	noun	0,39702	1,646809708	0,836518	0,835019
latte	paterno	0	3	47	cz	0	1	999,126914	lattepaterno	noun	0,030377	NA	NA	NA
letto	caldo	1	3	46	cz	1	1	456,634991	lettocaldo	noun	0,178368	3,240072488	0,754475	0,780378
letto	temperato	0	3	2	cedx	0	1	580,916429	lettotemperato	noun	0,036329	NA	NA	NA
limone	blu	0	3	19	cz	0	1	386,787427	limoneblu	noun	0,262335	NA	NA	NA
limone	giallo	1	3	17	cedx	1	1	432,413407	limonegiallo	noun	0,276293	3,244636915	0,83999	0,753563
limone	rosso	0	3	13	cz	0	1	549,020825	limonerosso	noun	0,301269	NA	NA	NA
mela	gialla	1	3	11	cedx	1	1	668,300371	melagialla	noun	0,251848	3,066270004	0,788762	0,793533
mela	nera	0	3	53	cedx	0	1	548,017206	melanera	noun	0,114461	NA	NA	NA
mela	rossa	1	3	10	cz	1	1	375,403718	melarossa	noun	0,195855	2,63490624	0,764355	0,782011
melanzana	gialla	0	3	27	cz	0	1	580,164099	melanzanagialla	noun	0,352686	NA	NA	NA
melanzana	viola	1	3	15	cedx	1	1	354,786642	melanzanaviola	noun	0,211252	2,720737977	0,777986	0,778453
notte	opaca	0	3	19	cedx	0	1	629,72382	notteopaca	noun	0,067427	NA	NA	NA
notte	superficiale	0	3	48	cz	0	1	552,571556	nottesuperficiale	noun	-0,01228	NA	NA	NA
oca	bianca	1	3	22	cedx	1	1	921,446161	ocabianca	noun	0,271075	2,227993766	0,864455	0,71822
orso	affamato	1	3	1	cedx	1	1	454,804032	orsoaffamato	noun	0,256477	3,131003459	0,801456	0,783603
orso	polare	1	3	35	cedx	1	1	453,139715	orsopolare	noun	0,262964	1,605958652	0,781128	0,807805
orso	sazio	0	3	68	cedx	0	1	603,95134	orsosazio	noun	0,105814	NA	NA	NA
orso	tropicale	0	3	58	cz	0	1	638,392449	orsotropicale	noun	0,186279	NA	NA	NA
pecora	nera	1	3	12	cedx	1	1	457,183176	pecoranera	noun	0,269043	1,492089765	0,832878	0,757129
pelle	sensibile	1	3	67	cedx	1	1	446,610254	pellesensibile	noun	0,235845	2,607198634	0,820895	0,748574
peperone	cremisi	0	3	21	cedx	0	1	517,972326	peperonecremisi	noun	0,22132	NA	NA	NA
peperone	giallo	1	3	20	cz	0	0	829,45067	peperonegiallo	noun	0,407756	1,35019202	0,892293	0,776059
peperone	ocra	0	3	44	cz	0	1	481,065331	peperoneocra	noun	0,30173	NA	NA	NA
peperone	rosso	1	3	38	cedx	1	1	534,697287	peperonerosso	noun	0,411046	1,187366743	0,899929	0,76741
pera	corta	0	3	62	cedx	0	1	582,321077	peracorta	noun	0,156699	NA	NA	NA
persona	aperta	1	3	67	cz	1	1	495,690653	personaaperta	noun	0,016258	4,336303373	0,666357	0,756368
pianeta	blu	0	3	48	cedx	1	0	380,181629	pianetablu	noun	0,108379	NA	NA	NA
pianeta	rosso	1	3	64	cz	1	1	498,119454	pianetarosso	noun	0,133895	1,730210105	0,78321	0,721027
piccione	verde	0	3	3	cedx	0	1	428,866308	piccioneverde	noun	0,178005	NA	NA	NA
poltrona	piena	0	3	40	cz	1	0	404,610432	poltronapiena	noun	0,027325	NA	NA	NA
poltrona	vuota	1	3	55	cedx	0	0	528,745972	poltronavuota	noun	0,234839	2,665926433	0,814744	0,754939
pomodoro	fresco	1	3	31	cz	1	1	481,227363	pomodorofresco	noun	0,365177	1,562698501	0,876171	0,76867
pomodoro	rancido	0	3	61	cz	0	1	602,655994	pomodororancido	noun	0,329137	NA	NA	NA
principe	azzurro	1	3	32	cedx	1	1	472,845781	principeazzurro	noun	0,294223	1,560258144	0,797356	0,811396
quercia	stretta	0	3	49	cedx	0	1	380,943318	querciastretta	noun	0,032943	NA	NA	NA
romanzo	giallo	1	3	8	cz	1	1	629,192397	romanzogiallo	noun	0,398377	2,184394274	0,854339	0,817044
sale	grosso	1	3	41	cedx	1	1	508,293722	salegrosso	noun	0,16393	2,21808096	0,817716	0,701884
sale	sottile	0	3	3	cz	0	1	560,100935	salesottile	noun	0,188835	NA	NA	NA
scatola	fatata	0	3	57	cedx	0	1	448,966838	scatolafatata	noun	0,198285	NA	NA	NA
scatola	magica	1	3	45	cedx	1	1	462,650071	scatolamagica	noun	0,162758	2,136244802	0,773997	0,750721
scuola	materna	1	3	10	cedx	1	1	662,172287	scuolamaterna	noun	0,659003	1,757710446	0,886511	0,932234
scuola	paterna	0	3	28	cz	0	1	535,064512	scuolapaterna	noun	0,281539	NA	NA	NA
sedia	analogica	0	3	5	cedx	0	1	453,231486	sediaanalogica	noun	-0,00834	NA	NA	NA
sedia	elettrica	1	3	66	cz	1	1	557,784369	sediaelettrica	noun	0,279832	1,551468936	0,822373	0,776345
segretaria	privata	1	3	26	cz	1	1	619,363355	segretariaprivata	noun	0,106352	2,855559534	0,779861	0,705343
soldato	complesso	0	3	36	cedx	0	1	595,250164	soldatocomplesso	noun	0,050858	NA	NA	NA
soldato	semplice	1	3	52	cz	0	0	557,108445	soldatosemplice	noun	0,088631	2,23207629	0,836071	0,620564
sole	caldo	1	3	37	cz	1	1	383,100925	solecaldo	noun	0,407712	2,804121005	0,81229	0,863756
sole	freddo	0	3	57	cz	0	1	872,208269	solefreddo	noun	0,375852	NA	NA	NA
sorriso	depresso	0	3	18	cz	0	1	600,727187	sorrisodepresso	noun	0,156377	NA	NA	NA
sorriso	diabolico	1	3	38	cz	0	0	673,310435	sorrisodiabolico	noun	0,163101	3,379231329	0,769189	0,75592
sorriso	divertito	1	3	45	cz	1	1	591,211802	sorrisodivertito	noun	0,38173	2,536962579	0,860325	0,799556
specchio	muto	0	3	65	cedx	0	1	471,105406	specchiomuto	noun	0,23194	NA	NA	NA
stazione	centrale	1	3	26	cedx	1	1	471,663717	stazionecentrale	noun	0,312104	1,458213196	0,866898	0,744147
stazione	laterale	0	3	30	cz	0	1	359,809976	stazionelaterale	noun	0,19907	NA	NA	NA
stella	rossa	1	3	33	cz	0	0	459,46922	stellarossa	noun	0,332912	2,256070108	0,818599	0,814124
stella	verde	0	3	68	cz	0	1	468,47232	stellaverde	noun	0,086498	NA	NA	NA
torre	medievale	1	3	32	cz	1	1	519,269977	torremedievale	noun	0,245661	2,45470966	0,806321	0,771434
torre	moderna	0	3	58	cedx	0	1	783,224823	torremoderna	noun	0,107438	NA	NA	NA
uniforme	militare	1	3	34	cedx	1	1	438,296278	uniformemilitare	noun	0,232102	2,260453018	0,807289	0,761413
uova	fresche	1	3	34	cz	1	1	410,267576	uovafresche	noun	0,322646	1,985988857	0,854402	0,767493
uova	stantie	0	3	54	cz	0	1	485,84017	uovastantie	noun	0,135536	NA	NA	NA
uva	bianca	1	3	8	cedx	1	1	345,449491	uvabianca	noun	0,151458	2,019035585	0,843283	0,658991
uva	marrone	0	3	47	cedx	0	1	454,964318	uvamarrone	noun	0,16491	NA	NA	NA
vedova	bianca	0	3	40	cedx	0	1	571,520682	vedovabianca	noun	0,191579	NA	NA	NA
vedova	nera	1	3	35	cz	1	1	418,853164	vedovanera	noun	0,219782	1,743642921	0,792584	0,769049
zucchero	amaro	0	3	21	cz	0	1	499,026622	zuccheroamaro	noun	0,324915	NA	NA	NA
zucchero	dolce	1	3	25	cedx	1	1	424,332841	zuccherodolce	noun	0,345696	3,997025779	0,882893	0,745836
albicocca	secca	1	4	48	cedx	1	1	323,196035	albicoccasecca	noun	0,281248	1,802891628	0,862305	0,72847
albicocca	viola	0	4	21	cedx	0	1	452,235829	albicoccaviola	noun	0,472329	NA	NA	NA
alghe	fossili	0	4	61	cz	1	0	497,748387	alghefossili	noun	0,291178	NA	NA	NA
alghe	marine	1	4	39	cz	1	1	453,039562	alghemarine	noun	0,391601	1,497166264	0,874111	0,789236
animale	adolescente	0	4	52	cz	0	1	476,143127	animaleadolescente	noun	0,135533	NA	NA	NA
animale	adulto	1	4	6	cedx	0	0	425,351546	animaleadulto	noun	0,381247	3,114697454	0,850281	0,810744
arancia	salata	0	4	29	cedx	0	1	406,114883	aranciasalata	noun	0,123622	NA	NA	NA
arma	bianca	1	4	67	cedx	1	1	348,285676	armabianca	noun	0,063105	2,486266785	0,783976	0,669027
arma	nera	0	4	66	cedx	0	1	574,794562	armanera	noun	0,00719	NA	NA	NA
arma	perdente	0	4	66	cz	0	1	428,902975	armaperdente	noun	0,122469	NA	NA	NA
arma	vincente	1	4	69	cedx	0	0	513,741062	armavincente	noun	0,180489	2,417879548	0,777351	0,759039
automobile	agonistica	0	4	24	cz	0	1	471,073349	automobileagonistica	noun	0,173177	NA	NA	NA
automobile	sportiva	1	4	18	cz	1	1	427,755413	automobilesportiva	noun	0,241369	3,143027818	0,794132	0,781456
avvocato	attaccante	0	4	56	cedx	1	0	683,982811	avvocatoattaccante	noun	0,240921	NA	NA	NA
avvocato	difensore	1	4	46	cz	1	1	465,721342	avvocatodifensore	noun	0,556835	1,903483344	0,863248	0,899969
bacio	distaccato	0	4	52	cedx	0	1	511,106649	baciodistaccato	noun	0,016741	NA	NA	NA
bacio	passionale	1	4	14	cedx	1	1	614,768288	baciopassionale	noun	0,278426	3,270144858	0,788474	0,810279
banana	rosa	0	4	21	cz	0	1	532,191801	bananarosa	noun	0,185339	NA	NA	NA
bandiera	bianca	1	4	68	cedx	1	1	339,025141	bandierabianca	noun	0,315268	1,719294001	0,86767	0,745336
barba	lunga	1	4	36	cedx	1	1	283,535966	barbalunga	noun	0,188404	1,646081813	0,836519	0,695729
bistecca	bassa	0	4	31	cedx	0	1	610,288179	bisteccabassa	noun	0,059595	NA	NA	NA
bottiglia	ocra	0	4	25	cedx	0	1	515,721342	bottigliaocra	noun	0,146795	NA	NA	NA
bottiglia	verde	1	4	65	cz	1	1	473,430562	bottigliaverde	noun	0,101314	3,189898461	0,824763	0,646129
braccio	armato	1	4	44	cz	1	1	357,487544	braccioarmato	noun	0,247112	1,970381318	0,781877	0,797309
braccio	calmo	0	4	25	cz	0	1	411,742694	bracciocalmo	noun	0,177834	NA	NA	NA
braccio	inerme	0	4	13	cz	0	1	689,314145	braccioinerme	noun	0,273296	NA	NA	NA
brezza	diurna	0	4	19	cz	0	1	522,58227	brezzadiurna	noun	0,31246	NA	NA	NA
brezza	notturna	1	4	42	cedx	1	1	406,673125	brezzanotturna	noun	0,185744	1,987930958	0,844817	0,682665
cane	fedele	1	4	39	cedx	1	1	442,485078	canefedele	noun	0,121937	3,12177003	0,77227	0,724722
cane	infido	0	4	64	cz	0	1	412,038821	caneinfido	noun	0,206082	NA	NA	NA
carota	grassa	0	4	15	cedx	0	1	435,60697	carotagrassa	noun	0,178164	NA	NA	NA
casco	beige	0	4	53	cedx	0	1	455,630115	cascobeige	noun	0,2154	NA	NA	NA
cavallo	pazzo	1	4	36	cz	1	1	314,777157	cavallopazzo	noun	0,280735	2,396594899	0,802758	0,797686
cavallo	razionale	0	4	50	cz	0	1	532,671052	cavallorazionale	noun	0,096536	NA	NA	NA
caverna	buia	1	4	70	cedx	1	1	385,121852	cavernabuia	noun	0,452417	2,296283561	0,870133	0,833161
cenere	gialla	0	4	15	cz	0	1	526,124968	ceneregialla	noun	0,177565	NA	NA	NA
cuore	affollato	0	4	20	cedx	0	1	533,370512	cuoreaffollato	noun	0,05298	NA	NA	NA
cuore	aperto	1	4	3	cz	1	1	435,240093	cuoreaperto	noun	0,132319	2,561050708	0,742399	0,762301
cuore	logico	0	4	11	cz	0	1	553,910274	cuorelogico	noun	0,050038	NA	NA	NA
cuore	matto	1	4	60	cedx	1	1	613,636999	cuorematto	noun	0,047218	3,438634502	0,61746	0,81488
cuore	solitario	1	4	12	cz	0	0	659,178681	cuoresolitario	noun	0,148801	2,820027958	0,708112	0,803607
denaro	difficile	0	4	2	cz	0	1	511,786414	denarodifficile	noun	0,046268	NA	NA	NA
denaro	facile	1	4	62	cedx	1	1	514,615684	denarofacile	noun	0,136871	2,799313193	0,817104	0,682903
denaro	sporco	1	4	59	cz	1	1	366,297951	denarosporco	noun	0,357089	1,820140731	0,818283	0,829117
elefante	africano	1	4	62	cz	1	1	463,237506	elefanteafricano	noun	0,382056	1,878454206	0,853199	0,807987
elefante	europeo	0	4	8	cedx	0	1	668,818244	elefanteeuropeo	noun	0,121022	NA	NA	NA
erba	rossa	0	4	35	cz	0	1	353,435702	erbarossa	noun	0,158657	NA	NA	NA
erba	secca	1	4	18	cedx	1	1	329,762163	erbasecca	noun	0,190331	2,273163785	0,827444	0,708771
famiglia	semplice	1	4	41	cedx	0	0	727,210162	famigliasemplice	noun	-0,05081	4,177699425	0,734013	0,640959
ferita	aperta	1	4	67	cz	1	1	315,060015	feritaaperta	noun	0,201439	1,964252989	0,839596	0,701203
ferita	otturata	0	4	24	cedx	0	1	414,244827	feritaotturata	noun	0,308061	NA	NA	NA
ferro	caldo	1	4	55	cz	1	1	705,730058	ferrocaldo	noun	0,249321	2,92151307	0,814626	0,764775
fiamma	pigra	0	4	2	cedx	0	1	437,131605	fiammapigra	noun	0,045414	NA	NA	NA
fiamma	viva	1	4	47	cz	1	1	463,80783	fiammaviva	noun	0,216274	2,279429335	0,853498	0,693353
folla	rinsavita	0	4	37	cedx	0	1	574,178422	follarinsavita	noun	0,160667	NA	NA	NA
formaggio	fiacco	0	4	50	cedx	0	1	514,782605	formaggiofiacco	noun	0,076118	NA	NA	NA
formaggio	fresco	1	4	59	cedx	1	1	434,867839	formaggiofresco	noun	0,406516	1,605466861	0,87782	0,794474
fragola	fresca	1	4	22	cz	1	1	518,121437	fragolafresca	noun	0,282877	3,860637417	0,803578	0,798203
fragola	rancida	0	4	19	cedx	0	1	409,198376	fragolarancida	noun	0,336059	NA	NA	NA
fumo	nero	1	4	12	cedx	1	1	247,338768	fumonero	noun	0,187792	1,934960346	0,8382	0,693067
fumo	pulito	0	4	20	cz	0	1	437,422703	fumopulito	noun	0,158131	NA	NA	NA
gallina	giovane	0	4	23	cedx	0	1	400,371835	gallinagiovane	noun	0,173204	NA	NA	NA
gallina	vecchia	1	4	32	cz	1	1	441,006608	gallinavecchia	noun	0,236694	2,002513173	0,874646	0,678011
ghiaccio	snello	0	4	30	cedx	0	1	579,537693	ghiacciosnello	noun	0,039913	NA	NA	NA
gufo	muto	0	4	54	cedx	0	1	407,040071	gufomuto	noun	0,184299	NA	NA	NA
gufo	parlante	1	4	16	cz	1	1	793,004209	gufoparlante	noun	0,276014	3,04453976	0,775149	0,821188
inverno	lento	0	4	28	cedx	0	1	334,18982	invernolento	noun	0,128872	NA	NA	NA
inverno	lungo	1	4	32	cedx	1	1	351,216984	invernolungo	noun	0,13534	2,869845258	0,818146	0,680448
investigatore	pubblico	0	4	38	cz	0	1	364,317253	investigatorepubblico	noun	0,26436	NA	NA	NA
lago	maggiore	1	4	26	cedx	1	1	396,555707	lagomaggiore	noun	0,077047	1,293199897	0,843189	0,600984
latte	diviso	0	4	43	cedx	0	1	402,833321	lattediviso	noun	0,060378	NA	NA	NA
latte	materno	1	4	60	cz	0	0	445,572272	lattematerno	noun	0,39702	1,646809708	0,836518	0,835019
latte	paterno	0	4	23	cz	0	1	448,86466	lattepaterno	noun	0,030377	NA	NA	NA
letto	caldo	1	4	41	cz	1	1	423,212587	lettocaldo	noun	0,178368	3,240072488	0,754475	0,780378
letto	temperato	0	4	9	cz	0	1	578,190315	lettotemperato	noun	0,036329	NA	NA	NA
limone	blu	0	4	1	cedx	0	1	348,174768	limoneblu	noun	0,262335	NA	NA	NA
limone	giallo	1	4	5	cz	1	1	279,844575	limonegiallo	noun	0,276293	3,244636915	0,83999	0,753563
limone	rosso	0	4	38	cedx	0	1	580,414829	limonerosso	noun	0,301269	NA	NA	NA
mela	gialla	1	4	40	cedx	0	0	477,068454	melagialla	noun	0,251848	3,066270004	0,788762	0,793533
mela	nera	0	4	64	cedx	0	1	436,017566	melanera	noun	0,114461	NA	NA	NA
mela	rossa	1	4	45	cedx	1	1	288,357249	melarossa	noun	0,195855	2,63490624	0,764355	0,782011
melanzana	gialla	0	4	4	cedx	0	1	583,9041	melanzanagialla	noun	0,352686	NA	NA	NA
melanzana	viola	1	4	44	cedx	1	1	367,582682	melanzanaviola	noun	0,211252	2,720737977	0,777986	0,778453
notte	opaca	0	4	29	cz	0	1	560,715189	notteopaca	noun	0,067427	NA	NA	NA
notte	superficiale	0	4	1	cz	0	1	314,908389	nottesuperficiale	noun	-0,01228	NA	NA	NA
oca	bianca	1	4	49	cedx	1	1	323,354155	ocabianca	noun	0,271075	2,227993766	0,864455	0,71822
orso	affamato	1	4	7	cz	1	1	571,448117	orsoaffamato	noun	0,256477	3,131003459	0,801456	0,783603
orso	polare	1	4	68	cz	1	1	436,961122	orsopolare	noun	0,262964	1,605958652	0,781128	0,807805
orso	sazio	0	4	9	cedx	0	1	553,065683	orsosazio	noun	0,105814	NA	NA	NA
orso	tropicale	0	4	54	cz	0	1	711,740878	orsotropicale	noun	0,186279	NA	NA	NA
pecora	nera	1	4	3	cedx	1	1	285,07897	pecoranera	noun	0,269043	1,492089765	0,832878	0,757129
